conceptUri,preferredLabel,description
http://data.europa.eu/esco/skill/3af687cb-8c7a-46ea-a730-32dbaed040c6,Oracle Data Integrator,"The computer program Oracle Data Integrator is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Oracle."
http://data.europa.eu/esco/skill/3b4cd1d5-7651-4fe7-a202-8ec672f1b4c7,fermentation process of tobacco leaves,"Process by which ammonia is released from the leaf. It can be done by raising the temperature and humidity, by heaping the tobacco into large piles or by using of a kiln. Under the raised temperature and humidity, enzymes in the leaf cause fermentation."
http://data.europa.eu/esco/skill/3b927416-da82-43ff-9e27-8233e467edb6,teach train driving principles,"Provide on-site trainings to trainees on how to operate and drive trains. Instruct them in theories and techniques on matters such as control panels, security signs, security measures, and procedures in train stations."
http://data.europa.eu/esco/skill/3bb6f78f-24f3-4799-b247-91a0c4bf5d81,analyse call centre activities,"Research data such as call time, waiting time for customers and review company targets to seek measures to improve service level and customer satisfaction."
http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba,create software design,Transpose a series of requirements into a clear and organised software design.
http://data.europa.eu/esco/skill/3bf7e0ee-2580-41e8-924d-9d504dc98546,manage mine site data,"Capture, record and validate spatial data for the mine site."
http://data.europa.eu/esco/skill/3c1af34b-4562-4c39-a30e-0812b84a147e,use specialised design software,Developing new designs mastering specialised software.
http://data.europa.eu/esco/skill/3c4c3fa1-d638-42df-8e98-2a38021da6f9,use software for data preservation,Utilise specialised applications and software to collect and preserve digital information.
http://data.europa.eu/esco/skill/3c6fe585-7d12-4315-b579-e30c042088ce,use computer-aided engineering systems,Use computer-aided engineering software to conduct stress analyses on engineering designs.
http://data.europa.eu/esco/skill/3c748b49-fe85-42f6-b62d-b877bc8edb29,observe celestial objects,"Study the relative positions and movements of stars and planets, by using and interpreting data provided by specialised software and publications such as ephemeris."
http://data.europa.eu/esco/skill/3c76296d-4bbd-44ba-8eaa-95bf275f79b7,manage ICT project,"Plan, organize, control and document procedures and resources, such as human capital, equipment and mastery, in order to achieve specific goals and objectives related to ICT systems, services or products, within specific constraints, such as scope, time, quality and budget."
http://data.europa.eu/esco/skill/3cc1ee94-ab2c-4f35-8171-3cf4b5b664e4,digital compositing,"The process and software for digitally assembling multiple images to make one, final image."
http://data.europa.eu/esco/skill/3cd0ee1e-73b1-487e-b186-2e0c4fc3720f,assess telecommunication infrastructure issues,"Evaluate problems in telecommunication infrastructure by using specialised methods, applications and tools to find weaknesses and stress points in a network and elements of the infrastructure regarding aspects such as electronics, power supply and temperature."
http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,JavaScript,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in JavaScript."
http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b,DB2,"The computer program IBM DB2 is a tool for creating, updating and managing databases, developed by the software company IBM."
http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,Microsoft Access,"The computer program Access is a tool for creating, updating and managing databases, developed by the software company Microsoft."
http://data.europa.eu/esco/skill/3d957fb2-b8f4-4b4c-b955-23299c761ad5,design web-based courses,"Create web-based training and instruction courses using dynamic and static online tools to deliver learning outcomes to the audience of the course. Web tools used here can include streaming video and audio, live internet broadcasts, information portals, chatrooms and bulletin boards."
http://data.europa.eu/esco/skill/3dbb132f-fb62-4227-8277-7c89a9fe4749,compile appraisal reports,"Compile full reports of appraisals of properties, businesses, or other goods and services being appraised using all the data gathered during the appraisal and valuation process, such as financial history, ownership, and developments."
http://data.europa.eu/esco/skill/3e23db60-0c3d-498a-a6ac-ffbed0ecb033,ICT accessibility standards,"The recommendations for making ICT content and applications more accessible to a wider range of people, mostly with disabilities, such as blindness and low vision, deafness and hearing loss and cognitive limitations. It includes standards such as Web Content Accessibility Guidelines (WCAG)."
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,perform dimensionality reduction,"Reduce the number of variables or features for a dataset in machine learning algorithms through methods such as principal component analysis, matrix factorization, autoencoder methods, and others."
http://data.europa.eu/esco/skill/3e3f2ff8-cf80-4415-ac6a-020d52b175c1,split bricks,"Use the appropriate tools to trim, split and shape bricks for use in walls. Use a mason's hammer for occasional shaping, and a hammer and chisel for larger quantities or when the split has to be especially straight."
http://data.europa.eu/esco/skill/3e42adbb-8089-49b7-bdfe-b9cd7247b26b,practise veterinary professional codes of conduct,Adhere to veterinary professional codes of practice and legislation.
http://data.europa.eu/esco/skill/3e5c6279-457f-429a-a53a-d27d4d38a10a,well testing operations,"Testing procedures, such as volumetric flow testing and pressure testing, which describe the ability of the well to produce oil."
http://data.europa.eu/esco/skill/3e71ddfd-fff4-4c8d-a510-a46f4e2edb6b,medical device test procedures,"The methods of testing the quality, accuracy, and performance of medical devices and their materials and components before, during, and after the building of the systems."
http://data.europa.eu/esco/skill/3e75d405-c3d1-4a66-9963-05a9397d68fb,printed circuit boards testing methods,"Printed circuit board (PCB) testing methods consist of those processes in which PCB components or systems are tested, such as the in-circuit test (ICT), joint test action group (JTAG) test, and automated optical inspection (AOI)."
http://data.europa.eu/esco/skill/3e8e862d-2f1a-40c6-bb6d-d1d7eeb78854,analyse large-scale data in healthcare,"Carry out large-scale data gathering such as questionnaire surveys, and analyse the obtained data."
http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,The data storage system that analyses and reports on data such as a data mart.
http://data.europa.eu/esco/skill/3ed454aa-1f92-46eb-ac8a-f860265dab5e,implement relevant tactical skills to perform at the highest level in sport,"Identify the tactical demands of your sport and work with the coaching and supporting team (e.g. coaches, physiotherapist, nutritionist, psychologist) to implement an adapted programme to achieve the targeted highest level performance."
http://data.europa.eu/esco/skill/3eefc2c7-d5a6-4340-9277-d908e4e0e1bd,ensure vessel security,Ensure that security requirements for vessels are met according to legal norms. Check if the security equipment is in place and operational. Communicate with marine engineers to ensure that the technical parts of the vessel functioning effectively and can perform as necessary for the upcoming journey.
http://data.europa.eu/esco/skill/3f2bb5b8-49bf-4ff1-94a5-09fb53e27d92,train security officers,"Instruct, train and further educate security officers."
http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,The computer language XQuery is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the international standards organisation World Wide Web Consortium.
http://data.europa.eu/esco/skill/3f6dc31c-ceef-4e93-9d8a-b4b862cf9b51,test electrical equipment,"Test electrical systems, machines, and components and check electrical properties, such as voltage, current, resistance, capacitance, and inductance, using electrical testing and measuring equipment, such as a multimeter. Gather and analyse data. Monitor and evaluate system performance and take action if needed."
http://data.europa.eu/esco/skill/3fa19ac8-5519-4bfc-9284-3473b6081002,maintain service record book,"Maintain service record book, in which data related to the on-board time, activities, signatures of skippers, and other details are recorded."
http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f,ICT security standards,"Best practices and guidelines established for securing information and communication technology (ICT) systems and data. Standards as is the case of ISO 27000 series, provide a framework for implementing effective security controls, including access control, risk assessment and incident management, as well as to provide compliance of anorganisation."
http://data.europa.eu/esco/skill/40001d93-8937-4859-89d5-2dca53290ff4,share through digital technologies,"Share data, information and digital content with others through appropriate digital technologies. Act as an intermediary, know about referencing and attribution practices."
http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,Perl,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Perl."
http://data.europa.eu/esco/skill/4064716d-6714-48ea-95a0-ef81c2b31672,mine safety legislation,"The laws, regulations and codes of practice relevant to safety in mining operations."
http://data.europa.eu/esco/skill/406cff78-4aa9-427e-9d56-ad998041cb92,blood transfusion,"The procedures involved in blood transfusions, including compatibility and disease testing, by means of which blood is transferred into blood vessels, taken from donors with the same blood type."
http://data.europa.eu/esco/skill/40802f0d-d400-404c-bc26-f9ba4eb6195a,test ground system performance,Develop test strategies for complex software and hardware products; include troubleshooting and system support; calculate system performance.
http://data.europa.eu/esco/skill/40c815cd-30a2-42e5-a549-bf9017cb6df3,distribute control signals,"Distribute control signals between light boards, dimmers and other lighting equipment. Control systems can be either DMX or network based."
http://data.europa.eu/esco/skill/412d1d99-5624-478e-8bc7-dddebed44bab,provide door security,Spot and monitor individuals or groups of people at the door who intend to enter the premises unlawfully or have potential for causing threats.
http://data.europa.eu/esco/skill/418765cd-77f9-4c6f-8b00-e56ebec767bb,weigh materials,"Weigh materials and products, record weight and other relevant data on tags or labels."
http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849,provide ICT system training,"Plan and conduct training of staff on system and network issues. Utilise training material, evaluate and report on the learning progress of trainees."
http://data.europa.eu/esco/skill/419d9b5b-0456-477f-b06c-0bd03628f41d,protect important clients,Keep clients safe who have extraordinary level of risk by organising and providing the relevant security.
http://data.europa.eu/esco/skill/41ec47dd-08b3-464a-9c45-c706f3e74467,industrial software,"The selection of software that aids in estimating, managing and scheduling industrial processes such as design, work flow and production improvement."
http://data.europa.eu/esco/skill/41f2f9bf-1440-49f7-bbb1-2c3c3ea93f76,analyse blockchain use cases,"Analyse blockchain use cases in different sectors against their needs in terms of blockchain technology and architecture. Particularly, key blockchain use cases in Business, Finance and Banking such as International Payments, Peer-to-Peer Transactions, Capital Markets, Trade Finance or Regulatory Finance and Audit."
http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,perform data mining,"Explore large datasets to reveal patterns using statistics, database systems or artificial intelligence and present the information in a comprehensible way."
http://data.europa.eu/esco/skill/4246db3e-b5e2-43d4-a0cf-f799743e534b,manage gambling game,Observe and review the history data of the game of players and analyse their profile to enable proactive management of the gaming operation. Involve Gaming Managers into the review process in a regular basis in order to assist where needed.
http://data.europa.eu/esco/skill/42645b84-0699-4072-b9cf-335512434b67,legal use-of-force,"The characteristics of the use-of-force, which is a legal doctrine employed by police and army forces, to regulate acts of violence during interventions. Use-of-force is ought to balance security needs with ethical concerns for the rights and well-being of intruders or suspects."
http://data.europa.eu/esco/skill/426c1016-5a78-4357-9734-9cf5127d4fb7,assess employees' capability levels,Evaluate the capabilities of employees by creating criteria and systematic testing methods for measuring expertise of individuals within an organisation.
http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,ICT safety,"Personal protection, data protection, digital identity protection, security measures, safe and sustainable use."
http://data.europa.eu/esco/skill/42c3287f-5e50-4559-a2d1-2000c70e0aab,Pentaho Data Integration,"The computer program Pentaho Data Integration is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Pentaho."
http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,emergent technologies,"The recent trends, developments and innovations in modern technologies such as biotechnology, artificial intelligence and robotics."
http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,Smalltalk (computer programming),"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Smalltalk."
http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,PHP,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in PHP."
http://data.europa.eu/esco/skill/438ff259-d086-4004-acda-1ec3e1631bc6,software anomalies,"The deviations of what is standard and exceptional events during software system performance, identification of incidents that can alter the flow and the process of system execution."
http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database,"The classification of databases, that includes their purpose, characteristics, terminology, models and use such as XML databases, document-oriented databases and full text databases."
http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf,digital marketing techniques,"The marketing techniques used on the web to reach and engage with stakeholders, customers and clients."
http://data.europa.eu/esco/skill/43ec6db6-33f7-449b-a566-5779a7e8997a,OpenEdge Database,"The computer program OpenEdge Database is a tool for creating, updating and managing databases, developed by the software company Progress Software Corporation."
http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,respond to incidents in cloud,Troubleshoot issues with the cloud and determine how to restore operations. Design and automate disaster recovery strategies and evaluate a deployment for points of failure.
http://data.europa.eu/esco/skill/440f64e5-e66c-45ee-bc29-53c14a2ad720,use geographic information systems,Work with computer data systems such as Geographic Information Systems (GIS).
http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,use databases,"Use software tools for managing and organising data in a structured environment which consists of attributes, tables and relationships in order to query and modify the stored data."
http://data.europa.eu/esco/skill/446d29ed-9eaa-4798-bb91-5f196651ad0a,create game testing software,"Develop software to test and evaluate online and land-based gambling, betting and lottery games."
http://data.europa.eu/esco/skill/449d119b-2d66-43a9-9230-7d27f16afbb6,Xcode,"The computer program Xcode is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software company Apple."
http://data.europa.eu/esco/skill/44b1a100-7240-4943-9133-d8c6d1f0b50a,operate stowage programmes,"Operate stowage programmes used for controlling stability in vessels, loading operations, and cargo planning processes. Interpret graphical interfaces, stowage data and scenario variables."
http://data.europa.eu/esco/skill/4503c65f-2bd0-4aa5-91cd-4188c7e5e31b,supercomputing,"The process of dealing with complex data-related problems through multiple computers working in parallel (i.e., a supercomputer). It is used in several fields such as quantum mechanics, molecular modeling, aerodynamics and nuclear fusion research."
http://data.europa.eu/esco/skill/4515f6b6-76e7-4005-9fd8-6db8b84396b3,liaise with well test engineers,Establish relationships with well testing engineers in order to optimise procedures.
http://data.europa.eu/esco/skill/451c8010-7dbb-4f96-b4d4-0955766d9eff,improve chemical processes,"Collect data required to make improvements or modifications to chemical processes. Develop new industrial processes, design new process plants/equipment or modify existing ones."
http://data.europa.eu/esco/skill/45205440-fa65-44e0-a719-e89278dd723a,follow ethical code of conduct of gambling,"Follow the rules and ethical code used in gambling, betting and lottery. Keep the entertainment of players in mind."
http://data.europa.eu/esco/skill/455a7133-cf0f-4c74-a91f-fd35c0d25b79,install mechatronic equipment,Install equipment used for the automation of a specific machine or device.
http://data.europa.eu/esco/skill/4570a262-b51f-46a1-a834-13ff67bee1c8,decentralised identifiers,"The knowledge of decentralised identifiers (DIDs). DIDs enable verifiable and decentralised digital identity related to different subjects determined by the controllers of these descentralised identifiers (e.g. an organisation, individual person, data model, abstract entity)."
http://data.europa.eu/esco/skill/4579d794-f8ae-4c07-86c4-340829ff4863,promote the conservatory,"Maintain a positive image of the conservatory and use personal network in the best interest of the conservatory, such as establishing valuable artistic and financial connections."
http://data.europa.eu/esco/skill/4588210c-b3d5-4d24-bc4d-da8b5394f7a8,manage electronic logistics for sound equipment,"Manage electronic logistics of sound equipment used for broadcasting, mixing, and taping."
http://data.europa.eu/esco/skill/459f76d9-8534-4880-aa23-209179ea5080,monitor packaging operations,Observe and supervise the packaging operations undertaken by the workers for compliance to production requirements. Check products for proper packaging such as labelling and date coding in order to ensure appropriate and safe transportation.
http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,image recognition,"A process designed to detect and identify a feature or object in an image or video. This process is used in medical imaging, security surveillance or defect detection, among other fields. Key technique for a wide range of applications such as automated driving, image classification, or visual inspection."
http://data.europa.eu/esco/skill/4692f319-49b9-448e-8fa3-fabb75666b56,define roles of supporting team for community arts programme,"Define the roles of other professional figures like health workers, physiotherapists, learning support workers in the development of community art programmes."
http://data.europa.eu/esco/skill/46990b9b-746e-481d-a66a-0cac3f07dfac,find trends in geographic data,Analyse geographic data to find relationships and trends such as population density.
http://data.europa.eu/esco/skill/46e1b714-94f4-462d-88e6-31f442708812,define manufacturing quality criteria,"Define and describe the criteria by which data quality is measured for manufacturing purposes, such as international standards and manufacturing regulations."
http://data.europa.eu/esco/skill/46e93774-7c6a-4dc5-bae9-be97cc461093,inter-organisational middleware system,"A software infrastructure that acts as an intermediary layer between applications to enable data exchange, interoperability and communication. It aims to provide standardised protocols and services between organisations to promote their interaction."
http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,Combine data from sources to provide unified view of the set of these data.
http://data.europa.eu/esco/skill/46fbc5cb-e6df-4355-8483-a4ccb819f753,calibrate optical instruments,"Correct and adjust the reliability of optical instruments, such as photometers, polarimeters, and spectrometers, by measuring output and comparing results with the data of a reference device or a set of standardised results. This is done in regular intervals which are set by the manufacturer."
http://data.europa.eu/esco/skill/4720fc66-0202-4a4b-bbe8-129d908e5a15,prevent technical problems with media integration systems,"Adapt the use of media integration equipment and software to prevent undesired changes in the overall image and design, safeguarding the overall performing arts or event production quality. Including physical issues as well as digital ones like latency, interference or processor load."
http://data.europa.eu/esco/skill/479944ef-8d2c-4279-b3d1-2b85c761fb30,manage radiology information system,"Develop and maintain a database to store, manage and distribute radiological images and data."
http://data.europa.eu/esco/skill/47a2917b-a771-4687-90fc-5562523cf4a6,use performance 3D visualisation techniques,"Visualise a performance environment using 3D applications and pre-visualisation software. Create a proof of concept for the technical design using 3D CGI, mock-up or scale model."
http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,analyse big data,"Collect and evaluate numerical data in large quantities, especially for the purpose of identifying patterns between the data."
http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,Assembly (computer programming),"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Assembly."
http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,Spiral development,The spiral development model is a methodology to design software systems and applications.
http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,analyse pipeline database information,"Retrieve and analyse different types of information extracted from the databases of pipelines companies. Analyse information such as risks, project management KPIs (key performance indicators), goods transportation times, and document back-up processes."
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,software components libraries,"The software packages, modules, web services and resources that cover a set of related functions and the databases where these reusable components can be found."
http://data.europa.eu/esco/skill/4854595e-b2bb-4013-89ca-45d790d00ce6,test moisture content,Test the moisture content using a moisture testing apparatus.
http://data.europa.eu/esco/skill/4857f14e-e652-417c-87ec-43d8ee312ab5,assess sugar levels in tobacco leaves,"Assess levels of sugar in tobacco leaves by referring to the curing and fermentation methods of the tobacco, by using different tools and equipment for testing."
http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,The process of developing and constructing systems for implementing data collection and analysis at large scale.
http://data.europa.eu/esco/skill/48f480aa-c9a8-4552-b1c5-e94330912257,road traffic laws,"The rule governing the circulation of vehicles, such as national traffic codes and the rules of the road."
http://data.europa.eu/esco/skill/49047409-9307-4b41-9b04-a9615f049044,investment banking,The branch of banking that provides services of capital raising and mergers and acquisitions (M&A).
http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8,establish an Information Security Management System,"Design, apply, monitor and review an Information Security Management System (ISMS) that preserves the confidentiality, integrity and availability of information by applying a risk management process, and gives confidence to interested parties regarding the adequate management of such cybersecurity-related risks."
http://data.europa.eu/esco/skill/49212efd-acf0-4257-a011-e07c9e369ecf,animal welfare legislation,"The legal boundaries, codes of professional conduct, national and EU regulatory frameworks and legal procedures of working with animals and living organisms, ensuring their welfare and health."
http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,compile GIS-data,Gather and organise GIS-data from sources such as databases and maps.
http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,ObjectStore,"The computer program ObjectStore is a tool for creating, updating and managing databases, developed by the software company Object Design, Incorporated."
http://data.europa.eu/esco/skill/495ce586-09d7-4cec-83d7-2821be6590c4,smart contract programming languages,"Essential Smart Contract programming languages include Solidity, Rust, JavaScript, Vyper and Yul."
http://data.europa.eu/esco/skill/499c05a2-6f36-4407-83c1-dc3448d35818,ensure public safety and security,"Implement the relevant procedures, strategies and use the proper equipment to promote local or national security activities for the protection of data, people, institutions, and property."
http://data.europa.eu/esco/skill/49f85a99-086c-45b6-a6fa-eb90305af7b1,Chef (tools for software configuration management),"The tool Chef is a software program which performs infrastructure configuration identification, control and automation aiming to ease the applications deployment."
http://data.europa.eu/esco/skill/49fcd628-1025-4e11-9feb-a24f64d0fced,seismic measurement techniques,Variety of seismic measurement and data-processing techniques. Seismic mapping in two or three dimensions.
http://data.europa.eu/esco/skill/4a193795-fa63-414e-9f2e-bfdb3924571e,handle data samples,Collect and select a set of data from a population by a statistical or other defined procedure.
http://data.europa.eu/esco/skill/4a2a63e6-5c62-43a0-a375-fdf4c2805270,customise software for drive system,Adapt and customise software to the specific machine or application.
http://data.europa.eu/esco/skill/4a466c62-db7d-4905-9a41-f23214810acb,GIMP (graphics editor software),The computer program GIMP is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by The GIMP Development Team.
http://data.europa.eu/esco/skill/4a92d8ce-ffd6-4da5-a50e-ef1bff5cc219,government social security programmes,"The different areas of social security provided by the government, the different rights which citizens have, which benefits are available, the rules which regulate social security and the different situations in which they apply."
http://data.europa.eu/esco/skill/4af2461d-02b4-4fca-a070-c6399a6f1fb4,analyse oil operations data,"Record and process oil operating data. Comprehend and analyse documents, instruments and data results of laboratory analyses."
http://data.europa.eu/esco/skill/4b3ae518-6746-4487-8d3b-4cfc063a43d0,use business simulation tools,"Employ software to perform simulations to improve business skills such as business acumen, financial and market analysis and decision making."
http://data.europa.eu/esco/skill/4b88b1ee-c2d9-473a-9fe8-ba3b9c0c179a,implement ICT coding conventions,"Apply guidelines for ICT programming techniques, such as conventions, code design patterns and practices to achieve higher security, reliability, better readability and maintenance of the product."
http://data.europa.eu/esco/skill/4b9cf8e3-5b00-49ee-9d2f-bb78d6b46493,communicate with external laboratories,Communicate with the external analytical laboratories in order to manage the required external testing process.
http://data.europa.eu/esco/skill/4babe92a-68a1-4718-b1ab-640735c2cd53,test electromechanical systems,"Test electromechanical systems, machines, and components using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed."
http://data.europa.eu/esco/skill/4bd422bb-6ea3-4161-a908-53c0f5a1bb00,animal production science,"Animal nutrition, agronomy, rural economics, animal husbandry, hygiene and bio-security, ethology, protection and herd health management."
http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,C#,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in C#."
http://data.europa.eu/esco/skill/4ccf7d02-764c-4129-a1df-fa1dd2e12647,meet building regulations,"Communicate with construction inspection, e.g. by submitting schemes and plans, to make sure all construction regulations, laws and codes are dealt with correctly."
http://data.europa.eu/esco/skill/4cdbc76c-75d8-4e12-8653-4820c2d5446f,microsystem test procedures,"The methods of testing the quality, accuracy, and performance of microsystems and microelectromechanical systems (MEMS) and their materials and components before, during, and after the building of the systems, such as parametric tests and burn-in tests."
http://data.europa.eu/esco/skill/4ce06d6b-f3df-40b6-b950-570be5008032,analyse scanned data of the body,"Analyse 3D scanned data for the development of prototypes, of avatars, for the creation of size charts, the garment pattern modification, alteration and manipulation, and for testing fit."
http://data.europa.eu/esco/skill/4cecff40-8e5c-4320-a87d-be8687008dbf,inspect facility sites,Inspect the land of a possible construction site for distribution facilities by measuring and interpreting various data and calculations by using the appropriate equipment. Check if the field work is conform with plans and specifications.
http://data.europa.eu/esco/skill/4d313147-b39d-413f-a5e2-b12d5f0dc9e6,give interviews to media,"Prepare oneself according to the context and the diversity of media (radio, television, web, newspapers, etc.), and give an interview."
http://data.europa.eu/esco/skill/4d3f3068-9b6a-4f33-bfa5-a7b298bfd303,medical statistics,"The methods used to summarise, collect, present, and interpret data in medical practice. The use of the obtained data to estimate and test hypotheses in the medical field."
http://data.europa.eu/esco/skill/4d614c92-0c48-4a11-a5ed-416b34fd50d2,manage healthcare users' data,"Keep accurate client records which also satisfy legal and professional standards and ethical obligations in order to facilitate client management, ensuring that all clients' data (including verbal, written and electronic) are treated confidentially."
http://data.europa.eu/esco/skill/4d6a1837-93df-4a81-b424-74e1a8ed2f03,multimodal transport logistics,"The logistical supporting activities related to multimodal transport. The different elements of a multimodal system for the movement of goods or people, and all related advantages in terms of time and cost reduction, increased security and reduced risks and reduction of administrative burdens."
http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,manage ICT data architecture,"Oversee regulations and use ICT techniques to define the information systems architecture and to control data gathering, storing, consolidation, arrangement and usage in an organisation."
http://data.europa.eu/esco/skill/4d97e3c3-f335-47cc-a4ee-0d779fd42222,"manage data, information and digital content","Organise, store and retrieve data, information and content in digital environments. Organise and process them in a structured environment."
http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,MySQL,"The computer program MySQL is a tool for creating, updating and managing databases, currently developed by the software company Oracle."
http://data.europa.eu/esco/skill/4da4587a-fd0b-4ca2-886c-c42a1562d432,design cloud networks,"Apply cloud networking concepts and implement connectivity services of cloud. Given customer requirements, define network architectures on cloud, propose optimized designs based on the evaluation of an existing implementation. Evaluate and optimize cost allocations given a network design, its cloud resources, and application data flow."
http://data.europa.eu/esco/skill/4e2d4d0a-fd08-4a02-994c-38d989ad9184,glassworking,"The process of melting, working and shaping glass to create individual products or pieces of glasswork."
http://data.europa.eu/esco/skill/4e6d2538-a48e-48a7-8dad-14b067cfcb8b,TripleStore,The RDF store or TripleStore is a database used for storage and retrieval of Resource Description Framework triples (subject-predicate-object data entities) which can be accessed by semantic queries.
http://data.europa.eu/esco/skill/4e8ad2b8-d80c-4701-91aa-cd874142ef2d,network marketing,The specific marketing strategy that focuses on direct marketing and the sale of products to acquaintances or people in their network. This strategy also includes the recruiting of other people to be sales representatives and to represent the company.
http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,develop financial statistics reports,Create financial and statistical reports based on collected data which are to be presented to managing bodies of an organisation.
http://data.europa.eu/esco/skill/4f0f80f1-2041-462c-b5a2-34641cec6397,perform green machining,"Finish the shaping process of ceramics after forming by performing several green machining operations such as grinding, blanking and punching."
http://data.europa.eu/esco/skill/4f1afd9d-77a7-40f8-a3c7-fe18b984ce43,telecommunication trunking,The method of providing network access to many clients while keeping smaller number of connection components by grouping and sharing connection circuits and frequencies.
http://data.europa.eu/esco/skill/4f449a5e-302a-4d02-808f-a7e687532400,provide petroleum engineering support,Provide assistance during exploration sessions. Plan well operations and gather relevant data. Perform oversight and post-well analyses.
http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,manage findable accessible interoperable and reusable data,"Produce, describe, store, preserve and (re) use scientific data based on FAIR (Findable, Accessible, Interoperable, and Reusable) principles, making data as open as possible, and as closed as necessary."
http://data.europa.eu/esco/skill/4f5ccaad-0e4f-4e9f-8246-47765564387d,upgrade firmware,"Update basic or integrated software included in devices, network components and embedded systems."
http://data.europa.eu/esco/skill/4f7fa632-15a6-4739-930b-abbac8055a80,firmware,"Firmware is a software program with a read-only memory (ROM) and a set of instructions that is permanently inscribed on a hardware device. Firmware is commonly used in electronic systems such as computers, mobile phones, and digital cameras."
http://data.europa.eu/esco/skill/4f992952-f3ea-473b-9562-183194966704,sell gaming software,"Sell games, consoles, gaming computers and gaming software."
http://data.europa.eu/esco/skill/4fbe3e87-6f12-4764-b6ea-dce1adf4547f,use artistic materials for drawing,"Use artistic materials such as paint, paintbrushes, ink, watercolours, charcoal, oil, or computer software to create artwork."
http://data.europa.eu/esco/skill/4fdaf8fd-98ed-46bf-b6e5-f94e6b083175,assess carriers,"Evaluate carrier performance. Evaluate strengths and weaknesses, network and infrastructure."
